stop_usd,target_usd,sessions,raw_bars,trades,active_days,gross_pnl,costs,commissions,slippage,net_pnl,positive_mass,loss_mass,win_rate_pct,profit_factor,net_sharpe,mtm_dd_usd,pnl_over_dd,cvar5_loss_usd,worst_loss_usd,clipped_current_winner_net_usd,avoided_current_loser_net_usd,stops,targets,forced_eod,block
0.2500000000,8.0000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,8.2500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,8.5000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,8.7500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,9.0000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,9.2500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,9.5000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,9.7500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,10.0000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,10.2500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,10.5000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,10.7500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,11.0000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,11.2500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,11.5000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
